,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
6128,82,1932,complications from hip surgery,July,2014,American film editor,Tom Rolf,Swedish-born,9.0
6129,59,1955,lung cancer,July,2014,British actor,Lyndam Gregory,Indian-born,4.0
6130,49,1965,suspected suicide,July,2014,diplomat Ambassador to Russia,Erosi Kitsmarishvili,Georgian,12.0
6131,90,1924,member of the U,July,2014,politician,Robert A. Roe,American,3.0
6132,61,1953,asthma attack,July,2014,film editor,Hans Funck,German,3.0
6133,45,1969,infection from bone marrow transplant,July,2014,Zealand celebrity chef,Ross Burden,New,7.0
6134,80,1934,complications from back surgery,July,2014,NASA astronaut and test pilot,Henry Hartsfield,American,6.0
6135,86,1928,co-founder of Group Zero,July,2014,color abstract artist sculptor and academic,Otto Piene,German,23.0
6136,65,1949,cancer,July,2014,rugby league player,Tony Dean,British,8.0
6137,92,1922,lymphoma,July,2014,television producer,Madeline Amgott,American,2.0
6138,21,1993,accidental drug overdose,July,2014,actress,Skye McCole Bartusiak,American,10.0
6139,52,1962,director,July,2014,screenwriter,John Fasano,American,16.0
6140,86,1928,heart attack,July,2014,Hall of Fame actor,James Garner,American,89.0
6141,89,1925,complications from a fall,July,2014,footballer,Ray King,English,55.0
6142,94,1920,complications from a stroke,July,2014,baseball coach,John Winkin,American,24.0
6143,61,1953,traffic collision,July,2014,Basque actor,Ìlex Angulo,Spanish,1.0
6144,91,1923,renal failure,July,2014,politician Governor of Oregon,Victor G. Atiyeh,American,15.0
6145,71,1943,cardiac arrest,July,2014,actor,Kadhal Dhandapani,Indian,8.0
6146,87,1927,complications of Parkinson's and Alzheimer's diseases,July,2014,football player,Ray DiPierro,American,2.0
6147,40,1974,natural causes,July,2014,Irish-born New Zealand Anglican priest Dean of ChristChurch Cathedral,Lynda Patterson,Northern,8.0
6148,61,1953,heart attack,July,2014,archaeologist,Klaus Schmidt,German,5.0
6149,70,1944,leukemia,July,2014,pianist winner of the Long-Thibaud-Crespin Competition,Verda Erman,Turkish,1.0
6150,64,1950,heart disease,July,2014,football player,Robert Newhouse,American,7.0
6151,52,1962,pancreatic cancer,July,2014,singer and bassist,Christian Falk,Swedish,8.0
6152,69,1945,vasculitis,July,2014,sound mixer,Walt Martin,American,4.0
6153,68,1946,cancer,July,2014,basketball player,Dale Schlueter,American,3.0
6154,76,1938,stroke,July,2014,freedom fighter recipient of Bir Bikrom,UK Ching,Bangladeshi,3.0
6155,96,1918,natural causes,July,2014,nightclub owner,Manny Roth,American,3.0
6156,78,1936,first Muslim to be appointed to cabinet-level position,July,2014,civil servant Minister for Administration,Zafar Saifullah,Indian,8.0
6157,48,1966,shot,July,2014,politician Mayor of Kremenchuk,Oleh Babayev,Ukrainian,12.0
6158,77,1937,pneumonia,July,2014,naval officer Commanding Admiral of the USPACOM Superintendent of the U.S. Naval Academy,Charles R. Larson,American,4.0
6159,78,1936,pulmonary fibrosis,July,2014,politician member of the Montana House of Representatives,William Menahan,American,2.0
6160,86,1928,heart ailment,July,2014,newspaper journalist and editor,Majid Nizami,Pakistani,5.0
6161,87,1927,heart attack,July,2014,film director,Roland Verhavert,Belgian,3.0
6162,58,1956,cervical cancer,July,2014,politician MEP for Midlands Central,Christine Oddy,British,7.0
6163,68,1946,endometrial cancer,July,2014,journalist,Margot Adler,American,7.0
6164,60,1954,breast cancer,July,2014,African-born British actress,Sally Farmiloe,South,2.0
6165,89,1925,prostate cancer,July,2014,footballer,Alex Forbes,Scottish,4.0
6166,67,1947,suicide,July,2014,politician member of the Maine House of Representatives,Paul D. McGowan,American,5.0
6167,71,1943,complications from Alzheimer's disease,July,2014,football player,John Frechette,American,1.0
6168,72,1942,lymphoma,July,2014,young adult author,L.A. Meyer,American,7.0
6169,90,1924,natural causes,July,2014,documentary filmmaker,Robert Drew,American,35.0
6170,82,1932,aortic aneurysm,July,2014,football executive President of AFA,Julio Grondona,Argentine,9.0
6171,84,1930,traffic collision,July,2014,television writer,Rick Mittleman,American,3.0
6172,92,1922,natural causes,July,2014,special effects make-up artist,Dick Smith,American,19.0
6173,71,1943,lung infection,July,2014,rock guitarist,Dick Wagner,American,13.0
6174,66,1948,motor neurone disease,July,2014,footballer,Jeff Bourne,English,9.0
6175,94,1920,member,July,2014,judge,Wilfred Feinberg,American,5.0
6176,42,1972,cardiac arrest and arrhythmia,July,2014,author and magazine editor,Jim Frederick,American,6.0
6177,68,1946,brain cancer,July,2014,actor,Kenny Ireland,Scottish,12.0
6178,78,1936,heart attack,July,2014,journalist and news reader,Jorge Jacobson,Argentine,2.0
6179,96,1918,restored the Wentworth-Coolidge Mansion,August,2014,philanthropist and environmentalist First Lady of New Hampshire,Catherine Gregg,American,4.0
6180,35,1979,blood clot,August,2014,singer-songwriter,Michael Johns,Australian,35.0
6181,59,1955,complications from heart surgery,August,2014,television and radio presenter,Mike Smith,British,8.0
6182,60,1954,pancreatic cancer,August,2014,politician Minister for Women's Affairs and Consumer Protection,Barbara Prammer,Austrian,4.0
6183,69,1945,cutaneous B-cell lymphoma,August,2014,sports broadcaster,Pete van Wieren,American,11.0
6184,81,1933,Parkinson's disease,August,2014,politician Ontario MPP for Durham West,George Ashe,Canadian,10.0
6185,84,1930,complications from Alzheimer's disease,August,2014,news broadcaster,Jess Marlow,American,3.0
6186,70,1944,colon and lung cancer,August,2014,radio broadcaster,Steve Post,American,15.0
6187,68,1946,horseriding fall,August,2014,politician member of the Arizona House of Representatives,Chester Crandell,American,11.0
6188,68,1946,heart attack,August,2014,politician MP for Coahuila,Irma Elizondo RamÌ_rez,Mexican,4.0
6189,61,1953,co-writer,August,2014,American pop musician,Jake Hooker,Israeli-born,13.0
6190,91,1923,heart failure,August,2014,politician member of the Massachusetts House of Representatives,Walter J. Sullivan,American,2.0
6191,93,1921,heart ailment,August,2014,screenwriter,Ruth Sacks Caplin,American,3.0
6192,51,1963,blood clot,August,2014,adaption novelist,Scott Ciencin,American,5.0
6193,65,1949,liver failure,August,2014,actor,Hans V. EngstrÌ¦m,Swedish,1.0
6194,68,1946,Olympic,August,2014,javelin thrower,AngÌ©la NÌ©meth,Hungarian,2.0
6195,85,1929,traffic collision,August,2014,politician Mayor of Des Moines Iowa,Richard Olson,American,6.0
6196,25,1989,pneumonia,August,2014,thoroughbred Cartier Champion Three-year-old Colt,Rodrigo de Triano,English,4.0
6197,52,1962,apparent suicide by hanging,August,2014,biologist,Yoshiki Sasai,Japanese,17.0
6198,75,1939,colon cancer,August,2014,cartoonist,Pran Kumar Sharma,Indian,9.0
6199,87,1927,complications from a stroke,August,2014,naval officer and physician Surgeon General,Jesse Leonard Steinfeld,American,1.0
6200,59,1955,ovarian cancer,August,2014,film actress producer,Smita Talwalkar,Indian,28.0
6201,63,1951,cardiac arrest,August,2014,actor,Dharmesh Tiwari,Indian,3.0
6202,59,1955,mediastinum cancer,August,2014,politician Mayor of Mendoza,VÌ_ctor Fayad,Argentine,2.0
6203,90,1924,lung cancer,August,2014,politician member of the House of Representatives for Osaka's 2nd District,Mitsuo Higashinaka,Japanese,2.0
6204,88,1926,complications from a neuromuscular disease,August,2014,football coach,Perry Moss,American,4.0
6205,73,1941,cancer,August,2014,politician and finance executive MP for Maharashtra,Ekanath K. Thakur,Indian,3.0
6206,72,1942,lung cancer,August,2014,Emmy Award-winning actor,Charles Keating,English,12.0
6207,78,1936,lung cancer,August,2014,Roman Catholic prelate Archbishop of Caceres,Leonardo Legaspi,Filipino,5.0
6208,58,1956,cancer,August,2014,actor,Danny Murphy,American,2.0
6209,48,1966,heart attack,August,2014,politician member of the Illinois House of Representatives,Michael K. Smith,American,4.0
6210,56,1958,blood clot,August,2014,football player,Andriy Bal,Ukrainian,5.0
6211,55,1959,cancer,August,2014,actor,Jerome Ehlers,Australian,3.0
6212,60,1954,esophageal cancer,August,2014,baseball player,Yasuyuki Nakai,Japanese,1.0
6213,85,1929,heart failure,August,2014,actor,Ed Nelson,American,3.0
6214,69,1945,cardiac arrest as a complication from cancer,August,2014,politician and political scientist member of DCC,Henry Pease,Peruvian,2.0
6215,83,1931,heart attack,August,2014,politician Senator,Gabriel Acosta Bendek,Colombian,2.0
6216,91,1923,member,August,2014,judge,Frederick Jacob Reagan Heebe,American,1.0
6217,69,1945,melanoma,August,2014,television journalist and editor,Dotty Lynch,American,6.0
6218,101,1913,mentor and advisor to Margaret Thatcher,August,2014,mathematician and politician Lord Mayor of Manchester,Dame Kathleen Ollerenshaw,British,7.0
6219,61,1953,lung cancer,August,2014,QuÌ©bÌ©cois Roman Catholic priest and politician MP for Repentigny,Raymond Gravel,Canadian,6.0
6220,77,1937,member of the Ohio House of Representatives,August,2014,Olympic silver-medalist diver,Sam Hall,American,7.0
6221,61,1953,cancer,August,2014,animation designer producer and director,Liz Holzman,American,3.0
6222,79,1935,lung cancer,August,2014,judge member of the Pennsylvania Supreme Court,Rolf Larsen,American,9.0
6223,78,1936,cancer,August,2014,diplomat Australian sinologist and author,Pierre Ryckmans,Belgian,42.0
6224,61,1953,complications of liver and kidney failure,August,2014,visual effects artist,Joe Viskocil,American,2.0
6225,63,1951,suicide by hanging,August,2014,comedian and actor,Robin Williams,American,172.0
6226,89,1925,stroke,August,2014,actress,Lauren Bacall,American,119.0
6227,75,1939,stroke,August,2014,actor and boxer Olympic bronze medalist,Abel Laudonio,Argentine,5.0
6228,78,1936,heart attack,August,2014,actress,Arlene Martel,American,4.0
6229,81,1933,chairman of the California Horse Racing Board,August,2014,screenwriter film producer,Alan Landsburg,American,12.0
6230,68,1946,multiple myeloma,August,2014,executive,James J. Schiro,American,19.0
6231,85,1929,cancer,August,2014,basketball coach,John Cinicola,American,1.0
6232,80,1934,founder of MAZON and Moment,August,2014,Jewish activist academic editor,Leonard Fein,American,9.0
6233,69,1945,diabetes,August,2014,footballer,Javier GuzmÌÁn,Mexican,1.0
6234,83,1931,member of the U,August,2014,politician,George V. Hansen,American,8.0
6235,58,1956,heart attack,August,2014,actor,Stephen Lee,American,2.0
6236,50,1964,blood clot,August,2014,record producer,Rick Parashar,American,9.0
6237,84,1930,member of the U,August,2014,judge,James R. Carrigan,American,1.0
6238,81,1933,co-founder of the New Party,August,2014,politician member of the Legislative Yuan,Chen Kuei-miao,Taiwanese,3.0
6239,71,1943,cancer,August,2014,politician MP for Dum Dum,Amitava Nandy,Indian,1.0
6240,84,1930,cancer,August,2014,judge member of the Delaware Supreme Court,Joseph T. Walsh,American,4.0
6241,66,1948,cancer,August,2014,military officer and political leader Military Governor of Kebbi,Patrick Aziza,Nigerian,13.0
6242,40,1974,murdered,August,2014,journalist,AdriÌÁn Gaona,Mexican,7.0
6243,84,1930,pneumonia and renal failure,August,2014,jurist and diplomat Solicitor General,Raul Goco,Filipino,4.0
6244,53,1961,lung cancer,August,2014,South African politician MP,Mario Oriani-Ambrosini,Italian-born,32.0
6245,86,1928,member of the U,August,2014,politician,Fernand St. Germain,American,2.0
6246,80,1934,stomach cancer,August,2014,politician member of the House of Representatives for Niigata's 1st district,Nobuyuki Sekiyama,Japanese,2.0
6247,40,1974,beheading,August,2014,photojournalist,James Foley,American,84.0
6248,60,1954,cardiac arrest,August,2014,football player,JosÌ© Luis SaldÌ_var,Mexican,1.0
6249,79,1935,President,August,2014,businessman,John Fellows Akers,American,10.0
6250,67,1947,diabetes and kidney disease,August,2014,politician member of the Massachusetts House of Representatives,John Binienda,American,2.0
6251,24,1990,head injury from projectile,August,2014,footballer,Albert EbossÌ© Bodjongo,Cameroonian,11.0
6252,20,1994,race collision,August,2014,cross-country cyclist European Cyclo-cross under-23 champion,Annefleur Kalvenhaar,Dutch,1.0
6253,56,1958,Ambassador to Switzerland and Liechtenstein,August,2014,diplomat High Commissioner to Malaysia,Simon Featherstone,British,3.0
6254,76,1938,pneumonia,August,2014,film director,ChÇsei Sone,Japanese,16.0
6255,68,1946,cancer,August,2014,singer,Jan Groth,Norwegian,2.0
6256,94,1920,stroke,August,2014,poet screenwriter,Valeri Petrov,Bulgarian,5.0
6257,29,1985,decapitated,August,2014,soldier,Ali al-Sayyed,Lebanese,4.0
6258,51,1963,lung cancer,August,2014,actor,Roberto Cairo,Spanish,1.0
6259,67,1947,heart failure,August,2014,bassist,Glenn Cornick,British,17.0
6260,69,1945,heart attack,August,2014,actor,Brasse BrÌ_nnstrÌ¦m,Swedish,1.0
6261,70,1944,cancer,August,2014,rally driver world champion,BjÌ¦rn WaldegÌ´rd,Swedish,3.0
6262,18,1996,hit by train,August,2014,cyclist winner of the UCI Road World Championships ‰ÛÒ Junior men's time trial,Igor Decraene,Belgian,2.0
6263,82,1932,stroke,August,2014,comic book artist,Stan Goldberg,American,25.0
6264,68,1946,cancer,August,2014,ice hockey player,Carol Vadnais,Canadian,9.0
6265,37,1977,airstrike,September,2014,militant Emir of al-Shabaab,Ahmed Abdi Godane,Somali,21.0
6266,63,1951,hemorrhagic brain stroke,September,2014,musician,Jimi Jamison,American,17.0
6267,72,1942,cancer,September,2014,actor,Gottfried John,German,6.0
6268,87,1927,cardiac arrest,September,2014,actress,Elena Varzi,Italian,3.0
6269,57,1957,heart attack,September,2014,diplomat Ambassador to Estonia,Peter Carter,British,1.0
6270,84,1930,Alzheimer's disease,September,2014,attorney and politician District Attorney of Philadelphia,F. Emmett Fitzpatrick,American,5.0
6271,79,1935,colon cancer,September,2014,religious leader President of the Priesthood of the Apostolic United Brethren,J. LaMoine Jenson,American,2.0
6272,31,1983,beheading,September,2014,journalist,Steven Sotloff,American,108.0
6273,65,1949,heart attack,September,2014,lawyer Attorney General,Goolam Essaji Vahanvati,Indian,10.0
6274,90,1924,stroke,September,2014,Soviet actor,Donatas Banionis,Lithuanian,2.0
6275,48,1966,asthma attack,September,2014,actress,Clare Cathcart,British,9.0
6276,55,1959,respiratory arrest,September,2014,singer and musician,Gustavo Cerati,Argentine,46.0
6277,91,1923,recipient of the P,September,2014,poet,Gerrit Kouwenaar,Dutch,10.0
6278,83,1931,esophageal infection,September,2014,radio personality,Roy Leonard,American,4.0
6279,25,1989,suicide by hanging,September,2014,singer,Simone Battle,American,30.0
6280,78,1936,brain tumor,September,2014,scientist and administrator NASA Chief Scientist,Noel Hinners,American,3.0
6281,83,1931,cancer,September,2014,news correspondent,Bruce Morton,American,1.0
6282,72,1942,traffic collision,September,2014,CFL player,Ken Reed,American,3.0
6283,81,1933,complications from a stroke,September,2014,politician Governor of East Nusa Tenggara,Hendrik Fernandez,Indonesian,1.0
6284,66,1948,prostate cancer,September,2014,Roman Catholic prelate Bishop of San Diego,Cirilo Flores,American,11.0
6285,46,1968,struck by falling tree,September,2014,actress,Molly Glynn,American,5.0
6286,81,1933,heart attack,September,2014,ice hockey player,Seth Martin,Canadian,2.0
6287,77,1937,respiratory failure,September,2014,songwriter and novelist winner of the Naoki Prize,Yoko Yamaguchi,Japanese,1.0
6288,30,1984,cerebral hemorrhage,September,2014,footballer,Nikolay Adamets,Belarusian,1.0
6289,88,1926,complications from kidney disease and cancer,September,2014,radio sports broadcaster,Jack Cristil,American,4.0
6290,33,1981,leukemia,September,2014,basketball player,Maryna Doroshenko,Ukrainian,1.0
6291,83,1931,multiple organ failure,September,2014,politician Secretary of Justice,Raul M. Gonzalez,Filipino,13.0
6292,23,1991,injuries sustained in a traffic collision,September,2014,Korean singer,Kwon Ri-se,South,38.0
6293,94,1920,heart failure,September,2014,Japanese actress,Yoshiko Yamaguchi,Chinese-born,13.0
6294,58,1956,cancer,September,2014,journalist and diplomat Ambassador to Eritrea,Roger Auque,French,6.0
6295,90,1924,pneumonia,September,2014,baseball player,George Zuverink,American,1.0
6296,80,1934,amyotrophic lateral sclerosis,September,2014,actor,Denny Miller,American,3.0
6297,57,1957,heart attack,September,2014,ice hockey player Olympic champion,Bob Suter,American,3.0
6298,74,1940,heart attack,September,2014,actor,Richard Kiel,American,7.0
6299,87,1927,television host and lyricist,September,2014,actor,Joachim Fuchsberger,German,9.0
6300,90,1924,prostate cancer,September,2014,actor,Sir Donald Sinden,English,60.0
6301,44,1970,beheading,September,2014,humanitarian aid worker and ISIS hostage,David Cawthorne Haines,British,2.0
6302,82,1932,cardiac arrest,September,2014,baseball player,Frank Torre,American,4.0
6303,62,1952,cancer,September,2014,politician leader of the CPI(M),Saifuddin Choudhury,Indian,6.0
6304,86,1928,complications from a stroke,September,2014,jazz vocalist,Jackie Cain,American,3.0
6305,77,1937,complications from a heart attack,September,2014,country music singer,George Hamilton IV,American,18.0
6306,41,1973,traffic collision,September,2014,football player,Andriy Husin,Ukrainian,7.0
6307,92,1922,pneumonia,September,2014,actress,China Zorrilla,Uruguayan,20.0
6308,67,1947,heart attack,September,2014,journalist and civil servant Privacy Commissioner,George Radwanski,Canadian,5.0
6309,36,1978,traffic collision,September,2014,football player,Rob Bironas,American,12.0
6310,82,1932,West Nile meningitis,September,2014,politician member of the Virginia House of Delegates,Vince Callahan,American,6.0
6311,85,1929,pneumonia,September,2014,politician Speaker of the House of Representatives,Takako Doi,Japanese,4.0
6312,92,1922,heart failure,September,2014,art director and production designer,John J. Lloyd,American,4.0
6313,82,1932,cardiovascular disease,September,2014,filmmaker,George Sluizer,Dutch,5.0
6314,64,1950,heart attack,September,2014,basketball player,Caldwell Jones,American,4.0
6315,88,1926,leukemia,September,2014,basketball and lacrosse player,Ed Koffenberger,American,6.0
6316,45,1969,heart failure,September,2014,football player,Scott Ross,American,2.0
6317,58,1956,multiple system atrophy,September,2014,politician MP,Flor Van Noppen,Belgian,2.0
6318,47,1967,commander of al-Nusra Front,September,2014,terrorist,Abu Yusuf Al-Turki,Syrian,10.0
6319,68,1946,heart failure,September,2014,actor,Michael McCarty,American,1.0
6320,20,1994,suffocated,September,2014,student,Shao Tong,Chinese,22.0
6321,40,1974,natural causes,September,2014,actress,Sarah Danielle Madison,American,3.0
6322,73,1941,member of the U,September,2014,politician,James Traficant,American,42.0
6323,59,1955,lung cancer,September,2014,politician member of the Pennsylvania House of Representatives,Daniel F. Clark,American,4.0
6324,75,1939,pulmonary embolism,September,2014,Spanish economist and politician Minister of Economy Treasury and Commerce,Miguel Boyer,French-born,33.0
6325,77,1937,California,September,2014,politician member of the California State Assembly,Richard Dickerson,American,3.0
6326,87,1927,heart attack,September,2014,physicist discovered the tau particle Nobel Prize laureate in Physics,Martin Lewis Perl,American,10.0
6327,86,1928,lung infection,October,2014,general and politician Mayor of Tel Aviv,Shlomo Lahat,Israeli,5.0
6328,55,1959,brain and sinus cancer,October,2014,screenwriter,Michael Goldberg,American,2.0
6329,26,1988,fall,October,2014,stunt performer,Carlos Lopez,American,1.0
6330,88,1926,Alzheimer's disease,October,2014,actor,Pedro PeÌ±a,Spanish,1.0
6331,47,1967,beheading,October,2014,humanitarian aid worker and ISIS hostage,Alan Henning,British,29.0
6332,60,1954,suspected heart attack,October,2014,radio executive,Kevin Metheny,American,6.0
6333,63,1951,heart attack,October,2014,politician President,Jean-Claude Duvalier,Haitian,34.0
6334,82,1932,widow of Hussein Onn,October,2014,public figure Spouse of the Prime Minister of Malaysia,Suhaila Noah,Malaysian,3.0
6335,87,1927,heart failure,October,2014,CFL player,Al Bruno,American,9.0
6336,55,1959,traffic collision,October,2014,racing driver,Andrea de Cesaris,Italian,19.0
6337,84,1930,pneumonia,October,2014,actor,Geoffrey Holder,Trinidadian,20.0
6338,84,1930,About Mrs,October,2014,producer,Ike Jones,American,8.0
6339,85,1929,heart attack,October,2014,tennis player and instructor,Vic Braden,American,24.0
6340,70,1944,heart failure and COPD,October,2014,actress,Diane Nyland,Canadian,11.0
6341,38,1976,traffic collision,October,2014,football player,Serhiy Zakarlyuka,Ukrainian,3.0
6342,87,1927,stroke,October,2014,writer,Zilpha Keatley Snyder,American,5.0
6343,43,1971,complications from surgery,October,2014,musician and house music producer,Mark Bell,British,4.0
6344,57,1957,cancer,October,2014,comedian and actress,Jan Hooks,American,10.0
6345,50,1964,cardiac arrest,October,2014,stunt performer,Kim Koscki,American,3.0
6346,93,1921,Parkinson's disease,October,2014,politician member of the U.S. House for New York's 25th,Peter A. Peyser,American,4.0
6347,93,1921,U,October,2014,federal judge,Paul Allen Simmons,American,1.0
6348,43,1971,head injury,October,2014,ice hockey player world champion,Valeri Karpov,Russian,2.0
6349,76,1938,attacked by a bull,October,2014,politician MP for Jalapa,Amildo Morales,Guatemalan,2.0
6350,73,1941,traffic collision,October,2014,stunt performer,Gary McLarty,American,3.0
6351,86,1928,traffic collision,October,2014,stunt performer,Bob Orrison,American,3.0
6352,70,1944,brain tumour,October,2014,politician member of the South Australian House of Assembly for Fisher,Bob Such,Australian,15.0
6353,31,1983,car accident,October,2014,football player,Aki Jones,American,3.0
6354,77,1937,heart attack,October,2014,lawyer and politician involved in legal defence of Saddam Hussein Justice Minister,Hussein Mjalli,Jordanian,14.0
6355,70,1944,heart attack,October,2014,footballer,Roberto Telch,Argentine,1.0
6356,92,1922,pneumonia,October,2014,politician Governor of Buenos Aires,Antonio Cafiero,Argentine,12.0
6357,74,1940,complications from a stroke,October,2014,sprinter Asian Games champion,Mohammad Sarengat,Indonesian,5.0
6358,33,1981,cancer,October,2014,footballer,Pontus SegerstrÌ¦m,Swedish,3.0
6359,82,1932,liver and pancreatic cancer,October,2014,school administrator and politician Mayor of Naples Florida,Paul Muenzer,American,5.0
6360,80,1934,cancer,October,2014,politician Mississippi State Senator,Joe H. Mulholland,American,3.0
6361,55,1959,cirrhosis,October,2014,actress,Elizabeth PeÌ±a,American,10.0
6362,77,1937,plane crash,October,2014,football player,John F. Stephenson,Australian,4.0
6363,77,1937,multiple sclerosis,October,2014,actress,Marie Dubois,French,4.0
6364,85,1929,member of the U,October,2014,politician,Robert Tiernan,American,8.0
6365,72,1942,cardiac arrest,October,2014,musician,Tim Hauser,American,6.0
6366,77,1937,plane crash,October,2014,politician Louisiana State Senator,Edwards Barham,American,12.0
6367,76,1938,shot,October,2014,politician Senator for Veracruz,JosÌ© Luis Lobato,Mexican,2.0
6368,49,1965,uterine cancer,October,2014,actress,Anna Nakagawa,Japanese,2.0
6369,38,1976,traffic collision,October,2014,footballer,Daisuke Oku,Japanese,10.0
6370,69,1945,brain cancer,October,2014,Episcopal prelate Bishop of Massachusetts,Tom Shaw,American,4.0
6371,32,1982,endometrial cancer,October,2014,singer,Joanne Borgella,American,5.0
6372,66,1948,colon cancer,October,2014,British actress,Lynda Bellingham,Canadian-born,17.0
6373,60,1954,suspected heart attack,October,2014,saxophonist,Raphael Ravenscroft,British,19.0
6374,30,1984,traffic collision,October,2014,American journalist,Serena Shim,Lebanese-born,14.0
6375,80,1934,heart attack,October,2014,professional wrestler and actor,Ox Baker,American,32.0
6376,63,1951,Olympic bronze,October,2014,weightlifter,Gerd Bonk,German,5.0
6377,58,1956,brain tumor,October,2014,actress,Lilli Carati,Italian,2.0
6378,73,1941,heart attack,October,2014,politician member of the Nevada Assembly,Pete Livermore,American,8.0
6379,63,1951,plane crash,October,2014,businessman CEO of Total S.A.,Christophe de Margerie,French,9.0
6380,93,1921,Alzheimer's disease,October,2014,journalist Executive Editor of The Washington Post,Ben Bradlee,American,45.0
6381,83,1931,heart failure,October,2014,politician Acting Prime Minister,Mohammad-Reza Mahdavi Kani,Iranian,13.0
6382,86,1928,pneumonia,October,2014,politician member of the House of Councilors,Yasumasa Narasaki,Japanese,1.0
6383,91,1923,stroke,October,2014,convicted war criminal Emir of Jamaat-e-Islami,Ghulam Azam,Bangladeshi,84.0
6384,53,1961,cerebral hemorrhage,October,2014,financial news anchor and journalist,Terry Keenan,American,3.0
6385,71,1943,spinal cancer,October,2014,film and theatre actress,Kim Anderzon,Swedish,5.0
6386,34,1980,traffic collision,October,2014,African middle-distance runner Olympic silver medalist,Mbulaeni Mulaudzi,South,19.0
6387,25,1989,leukemia,October,2014,cricketer,Emily Ruto,Kenyan,2.0
6388,66,1948,breast cancer,October,2014,actress,Marcia Strassman,American,9.0
6389,71,1943,liver disease,October,2014,bassist,Jack Bruce,Scottish,39.0
6390,74,1940,leukemia,October,2014,politician Vice President,Carlos Morales Troncoso,Dominican,6.0
6391,38,1976,kidney failure,October,2014,football player,Mo Collins,American,7.0
6392,27,1987,shot,October,2014,African footballer,Senzo Meyiwa,South,23.0
6393,59,1955,missing since 2012,October,2014,film studio executive,Gavin Smith,American,39.0
6394,22,1992,traffic collision,October,2014,baseball player,Oscar Taveras,Dominican,52.0
6395,60,1954,pancreatic cancer,October,2014,college basketball coach,Dan Peters,American,1.0
6396,46,1968,heart attack,October,2014,Korean pop singer,Shin Hae-chul,South,11.0
6397,87,1927,cancer,October,2014,American mathematician and journal editor,Hans Schneider,Austrian-born,9.0
6398,87,1927,Alzheimer's disease,October,2014,historic preservationist First Lady of Mississippi,Carroll Waller,American,1.0
6399,83,1931,surgical complications,October,2014,lawyer and business executive Chairman of the Securities and Exchange Commission,Roderick M. Hills,American,11.0
6400,46,1968,multiple myeloma,October,2014,footballer,Klas Ingesson,Swedish,19.0
6401,79,1935,multiple organ failure,October,2014,politician Secretary of Health,Juan Flavier,Filipino,8.0
6402,90,1924,Alzheimer's disease,October,2014,professional wrestler and promoter,Bob Geigel,American,9.0
6403,39,1975,spaceplane crash,October,2014,test pilot and engineer,Michael Alsbury,American,7.0
6404,67,1947,heart attack,October,2014,businessman,John Forzani,Canadian,6.0
6405,81,1933,cancer,October,2014,composer and conductor,Ian Fraser,English,7.0
6406,27,1987,shot,November,2014,footballer,Edson DÌ©cimo Alves AraÌ¼jo,Brazilian,2.0
6407,70,1944,cancer,November,2014,Olympic runner,Ben Cayenne,Trinidadian,2.0
6408,67,1947,sepsis,November,2014,voice actress,Kazuko Yanaga,Japanese,1.0
6409,61,1953,cancer,November,2014,animator producer and director,Larry Latham,American,6.0
6410,64,1950,lung infection,November,2014,actor,Sadashiv Amrapurkar,Indian,15.0
6411,77,1937,complications from Alzheimer's disease,November,2014,automotive expert and radio personality,Tom Magliozzi,American,21.0
6412,74,1940,arranger and television personality,November,2014,composer,Augusto Martelli,Italian,4.0
6413,6,2008,cardiac arrest,November,2014,Thoroughbred racehorse won Caulfield Cup,Admire Rakti,Japanese,11.0
6414,6,2008,euthanised,November,2014,Thoroughbred racehorse won The Bart Cummings,Araldo,British-born,2.0
6415,75,1939,cancer,November,2014,actress,Leigh Chapman,American,2.0
6416,63,1951,complications from Parkinson's disease,November,2014,politician member of the U.S. House from Illinois's 17th district,Lane Evans,American,5.0
6417,82,1932,Alzheimer's disease,November,2014,Olympic swimmer,Jack Nelson,American,5.0
6418,84,1930,lung cancer,November,2014,politician member of the U.S. House from Illinois's 13th,Phil Crane,American,15.0
6419,87,1927,fall,November,2014,Roman Catholic prelate Archbishop of Santiago de los Caballeros,Juan Antonio Flores Santana,Dominican,1.0
6420,57,1957,heart failure,November,2014,baseball player,Kelvin Moore,American,1.0
6421,42,1972,amyotrophic lateral sclerosis,November,2014,football player,Orlando Thomas,American,5.0
6422,63,1951,brain tumour,November,2014,politician Premier of Queensland,Wayne Goss,Australian,38.0
6423,63,1951,cardiac arrest,November,2014,structural engineer and architect,Syed Mainul Hossain,Bangladeshi,5.0
6424,20,1994,kidney failure,November,2014,lemur actor,Jovian,American-born,12.0
6425,89,1925,pneumonia,November,2014,writer,Ernest Kinoy,American,19.0
6426,87,1927,member of the U,November,2014,politician,John Hans Krebs,American,1.0
6427,83,1931,malignant lymphoma,November,2014,actor,Ken Takakura,Japanese,16.0
6428,58,1956,kidney complications from cancer,November,2014,rapper,Big Bank Hank,American,7.0
6429,61,1953,throat and liver cancer,November,2014,politician and judge Tennessee State Senator,Mike Faulk,American,3.0
6430,41,1973,breast cancer,November,2014,actress,Rebekah Gibbs,British,4.0
6431,76,1938,Alzheimer's disease,November,2014,theologian and writer Bishop of Roskilde,Jan Lindhardt,Danish,2.0
