,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score,died_young,cancer,heart,natur,pneumonia,stroke,traffic,continent,north_american,european,south_american,australian,asian,other,season
200,66,1940,cardiac arrest ,December,2006,communist,Saparmurat Niyazov,turkmen,45,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
201,92,1914,kidney failur ,December,2006,lawyer,Sydney Wooderson,british,3,0,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
202,63,1943,idiopath pulmonari fibrosi ,December,2006,songwrit,Dennis Linde,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
203,81,1925,stroke-rel ill ,December,2006,comedian,Charlie Drake,british,8,0,0,0,0,0,1,0,european,0,1,0,0,0,0,winter
204,93,1913,natur caus ,December,2006,politician,Robert Stafford,american,13,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
205,45,1961,brain trauma ,December,2006,folk,Kenneth Sivertsen,norwegian,7,1,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
206,60,1946,heart attack ,December,2006,conserv,John Butcher,british,1,1,0,1,0,0,0,0,european,0,1,0,0,0,0,winter
207,93,1913,arteriosclerot cerebrovascular diseas and diffus arteriosclerosi ,December,2006,politician,Gerald Ford,american,198,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
208,81,1925,stroke ,December,2006,mathematician,Martin David Kruskal,american,20,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,winter
209,50,1956,pancreat cancer ,December,2006,model,Richard Dean,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
210,21,1985,car accid ,December,2006,actor,Jared Nathan,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
211,69,1937,execut by hang ,December,2006,presid,Saddam Hussein,iraqi,120,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
212,58,1948,cardiac arrest ,December,2006,ice,Michel Plasse,canadian,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
213,65,1941,aortic dissect ,December,2006,athlet,Liese Prokop,austrian,6,1,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
214,24,1983,drive-bi shoot ,January,2007,nfl,Darrent Williams,american,13,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
215,82,1925,natur caus ,January,2007,professor,Mauno Jokipii,finnish,6,0,0,0,1,0,0,0,other,0,0,0,0,0,1,winter
216,95,1912,natur caus ,January,2007,mayor,Teddy Kollek,isra,24,0,0,0,1,0,0,0,other,0,0,0,0,0,1,winter
217,89,1918,complic from pneumonia ,January,2007,state,Calvin William Verity Jr.,unit,4,0,0,0,0,1,0,0,other,0,0,0,0,0,1,winter
218,83,1924,complic of pneumonia ,January,2007,film,Steve Krantz,american,10,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,winter
219,80,1927,cardiac arrest ,January,2007,brooklyn,Bob Milliken,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
220,91,1916,heart failur ,January,2007,african,Marais Viljoen,south,6,0,0,1,0,0,0,0,other,0,0,0,0,0,1,winter
221,78,1929,natur caus ,January,2007,speaker,Bill W. Clayton,american,4,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
222,72,1935,alzheimer' diseas ,January,2007,special,Sneaky Pete Kleinow,american,4,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
223,77,1930,pancreat cancer ,January,2007,british,Magnus Magnusson,iceland,12,1,1,0,0,0,0,0,other,0,0,0,0,0,1,winter
224,84,1923,natur caus ,January,2007,american,Yvonne De Carlo,canadian,80,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
225,46,1961,suicid ,January,2007,cartoonist,Harry Horse,british,8,1,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
226,70,1937,prostat cancer ,January,2007,bassist,Doyle Holly,american,13,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
227,72,1935,stomach cancer ,January,2007,actress,Darlene Conley,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
228,82,1925,cancer ,January,2007,british,Barbara Kelly,canadian,5,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
229,71,1936,stroke ,January,2007,actor,Ron Carey,american,1,1,0,0,0,0,1,0,north_american,1,0,0,0,0,0,winter
230,43,1964,traffic accid ,January,2007,bassist,Brent Liles,american,4,1,0,0,0,0,0,1,north_american,1,0,0,0,0,0,winter
231,69,1938,long ill ,January,2007,poet,Fiama Hasse Pais BrandÌ£o,portugues,1,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
232,86,1921,stomach cancer ,January,2007,MP,Lloyd Francis,canadian,3,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
233,93,1914,stroke complic ,January,2007,senat,George Smathers,american,15,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,winter
234,67,1940,lung cancer ,January,2007,politician,Ismail Cem,turkish,5,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,winter
235,86,1921,cardiac arrest ,January,2007,actor,Tige Andrews,american,7,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
236,66,1941,respiratori insuffici ,January,2007,professor,Philippe Lacoue-Labarthe,french,4,1,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
237,78,1929,cancer ,January,2007,road,Carlo Clerici,swiss,1,0,1,0,0,0,0,0,other,0,0,0,0,0,1,winter
238,49,1958,alcohol liver diseas ,January,2007,politician,Fiona Jones,british,15,1,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
239,89,1918,complic from pneumonia ,January,2007,author,Sidney Sheldon,american,13,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,winter
240,85,1922,cardiac arrest ,February,2007,cardin,Antonio MarÌ_a Javierre Ortas,spanish,4,0,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
241,78,1929,prostat cancer ,February,2007,presid,George Becker,american,15,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
242,76,1931,kidney failur ,February,2007,zealand-born,Leo T. McCarthy,new,5,1,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
243,76,1931,pneumonia ,February,2007,politician,Len Hopkins,canadian,2,1,0,0,0,1,0,0,north_american,1,0,0,0,0,0,winter
244,93,1914,complic of hip replac surgeri ,February,2007,singer,Frankie Laine,american,37,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
245,79,1928,leukemia ,February,2007,lieuten,Harriett Woods,american,5,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
246,72,1935,in hi sleep ,February,2007,actor,Ian Richardson,british,15,1,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
247,62,1945,natur caus ,February,2007,motorcycl,Paolo Pileri,italian,1,1,0,0,1,0,0,0,european,0,1,0,0,0,0,winter
248,48,1959,heart failur ,February,2007,short,Randy Stone,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
249,81,1926,cancer ,February,2007,voic,Walker Edmiston,american,2,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
250,82,1925,intracrani hemorrhag ,February,2007,politician,Mehmet Alt€±nsoy,turkish,2,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,winter
251,90,1917,pneumonia ,February,2007,comic,Bob Oksner,american,10,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,winter
252,85,1922,complic of pneumonia ,February,2007,actress,Janet Blair,american,22,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,winter
253,79,1928,cancer ,February,2007,actor,Derek Waring,british,4,0,1,0,0,0,0,0,european,0,1,0,0,0,0,winter
254,89,1918,heart failur ,February,2007,author,Lothar-GÌ_nther Buchheim,german,3,0,0,1,0,0,0,0,european,0,1,0,0,0,0,winter
255,87,1920,parkinson' diseas ,February,2007,cartoonist,Irwin Caplan,american,5,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
256,86,1921,emphysema ,February,2007,academi,Fons Rademakers,dutch,4,0,0,0,0,0,0,0,european,0,1,0,0,0,0,winter
257,60,1947,esophag cancer ,February,2007,drummer,Ian Wallace,british,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,winter
258,71,1936,heart failur ,February,2007,singer,Donnie Brooks,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
259,100,1907,hip fractur ,February,2007,actor,Bruce Bennett,american,7,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
260,58,1949,cardiac arrest ,March,2007,footbal,Manuel Bento,portugues,4,1,0,0,0,0,0,0,other,0,0,0,0,0,1,spring
261,76,1931,cancer ,March,2007,basketbal,Bobby Speight,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
262,87,1920,alzheimer' diseas ,March,2007,secretari,Thomas Kleppe,american,5,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
263,70,1937,heart failur ,March,2007,documentari,Saul Swimmer,american,12,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
264,77,1930,heart and respiratori complic ,March,2007,state,Thomas Eagleton,unit,26,1,0,1,0,0,0,0,other,0,0,0,0,0,1,spring
265,71,1936,hepat A ,March,2007,actor,John Inman,british,16,1,0,0,0,0,0,0,european,0,1,0,0,0,0,spring
266,96,1911,congest heart failur ,March,2007,politician,Harold M. Ryan,american,1,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
267,49,1958,appar suicid by gunshot ,March,2007,comedian,Richard Jeni,american,13,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
268,87,1920,natur caus ,March,2007,hurler,Dave Creedon,irish,6,0,0,0,1,0,0,0,european,0,1,0,0,0,0,spring
269,86,1921,complic from colon cancer ,March,2007,singer/actress,Betty Hutton,american,30,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
270,83,1924,pneumonia and septic shock ,March,2007,comic,Arnold Drake,american,34,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,spring
271,99,1908,complic from a fall ,March,2007,financ,Antonio Ortiz Mena,mexican,7,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
272,65,1942,pancreat cancer ,March,2007,actor,Gareth Hunt,british,7,1,1,0,0,0,0,0,european,0,1,0,0,0,0,spring
273,80,1927,respiratori failur ,March,2007,major,Bowie Kuhn,american,17,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
274,79,1928,complic of alzheimer' diseas ,March,2007,republican,Jack Metcalf,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
275,79,1928,heart attack ,March,2007,TV,Stuart Rosenberg,american,3,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
276,48,1959,complic of leukemia ,March,2007,southern,Roger Bennett,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
277,58,1949,heart failur ,March,2007,cricket,Bob Woolmer,british,24,1,0,1,0,0,0,0,european,0,1,0,0,0,0,spring
278,69,1938,kidney failur ,March,2007,r&b,Luther Ingram,american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
279,73,1934,cancer ,March,2007,lawyer,Raynald FrÌ©chette,canadian,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
280,69,1938,execut by hang ,March,2007,politician,Taha Yassin Ramadan,iraqi,8,1,0,0,0,0,0,0,other,0,0,0,0,0,1,spring
281,37,1970,heart attack ,March,2007,comic,Drew Hayes,american,1,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
282,70,1937,lung cancer ,March,2007,journalist,Sven O. HÌüiby,norwegian,5,1,1,0,0,0,0,0,european,0,1,0,0,0,0,spring
283,75,1932,throat cancer ,March,2007,basebal,Ed Bailey,american,32,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
284,59,1948,heart attack ,March,2007,basketbal,Jun Bernardino,philippin,1,1,0,1,0,0,0,0,other,0,0,0,0,0,1,spring
285,95,1912,cancer ,March,2007,singer,Faustino Oramas,cuban,3,0,1,0,0,0,0,0,other,0,0,0,0,0,1,spring
286,82,1925,cancer ,April,2007,actor,George Sewell,british,5,0,1,0,0,0,0,0,european,0,1,0,0,0,0,spring
287,53,1954,septic shock ,April,2007,campaign,Janet Bloomfield,british,4,1,0,0,0,0,0,0,european,0,1,0,0,0,0,spring
288,88,1919,alzheimer' diseas ,April,2007,colleg,Eddie Robinson,american,12,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
289,67,1940,car accid ,April,2007,film,Bob Clark,american,15,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
290,51,1956,brain hemorrhag ,April,2007,guitarist,Mark St. John,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
291,72,1935,heart failur ,April,2007,writer,Stan Daniels,canadian,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
292,98,1909,heart failur ,April,2007,academi,George C. Jenkins,american,2,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
293,76,1931,stroke ,April,2007,cartoonist,Johnny Hart,american,14,1,0,0,0,0,1,0,north_american,1,0,0,0,0,0,spring
294,89,1918,first to play jame bond on screen ,April,2007,actor,Barry Nelson,american,14,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
295,70,1937,complic from stomach surgeri ,April,2007,exil,Awdy KulyÌ_ew,turkmen,2,1,0,0,0,0,0,0,other,0,0,0,0,0,1,spring
296,84,1923,stomach cancer ,April,2007,emmi,Roscoe Lee Browne,american,45,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
297,85,1922,heart failur ,April,2007,editor,Warren E. Preece,american,4,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
298,55,1952,colon cancer ,April,2007,congressman,Jim Jontz,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
299,44,1963,heart attack ,April,2007,nhl,Gaetan Duchesne,canadian,2,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
300,92,1915,ruptur of aortic aneurysm ,April,2007,olymp,Maria Lenk,brazilian,6,0,0,0,0,0,0,0,south_american,0,0,1,0,0,0,spring
301,70,1937,lung cancer ,April,2007,politician,Jack Wiebe,canadian,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
302,96,1911,heart failur ,April,2007,actress,Kitty Carlisle,american,18,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
303,51,1956,1981 rooki of the year ,April,2007,soccer,Tony Suarez,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
304,82,1925,heart failur ,April,2007,journal,Worth McDougald,american,2,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
305,65,1942,lung cancer ,April,2007,rock,Lobby Loyde,australian,47,1,1,0,0,0,0,0,australian,0,0,0,1,0,0,spring
306,85,1922,parkinson' diseas ,April,2007,comic,Art Saaf,american,6,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
307,68,1939,cancer ,April,2007,democrat,Juanita Millender-McDonald,american,5,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
308,76,1931,heart failur ,April,2007,politician,Boris Yeltsin,russian,98,1,0,1,0,0,0,0,asian,0,0,0,0,1,0,spring
309,69,1938,leukemia ,April,2007,one-hit,"Bobby ""Boris"" Pickett",american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
310,58,1949,digest hemorrhag ,April,2007,footbal,Florea Dumitrache,romanian,2,1,0,0,0,0,0,0,european,0,1,0,0,0,0,spring
311,85,1922,complic of stroke ,April,2007,presid,Jack Valenti,american,17,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,spring
312,88,1919,Lt ,April,2007,politician,Lloyd Crouse,canadian,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
313,83,1924,lung cancer ,April,2007,judg,Joseph NÌ©rette,haitian,1,0,1,0,0,0,0,0,other,0,0,0,0,0,1,spring
314,63,1944,cancer ,April,2007,prime,Ivica Ra€an,croatian,16,1,1,0,0,0,0,0,other,0,0,0,0,0,1,spring
315,36,1971,heart attack ,April,2007,footbal,Kevin Mitchell,american,2,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
316,79,1928,complic of surgeri ,April,2007,actor,Gordon Scott,american,8,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
317,69,1938,complic of pneumonia ,April,2007,singer,Zola Taylor,american,3,1,0,0,0,1,0,0,north_american,1,0,0,0,0,0,spring
318,43,1964,cancer ,May,2007,zealand,Brad McGann,new,5,1,1,0,0,0,0,0,other,0,0,0,0,0,1,spring
319,86,1921,after short ill ,May,2007,speaker,Lord Weatherill,english,14,0,0,0,0,0,0,0,european,0,1,0,0,0,0,spring
320,71,1936,prostat cancer ,May,2007,religi,Yahweh ben Yahweh,american,7,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
321,76,1931,pneumonia ,May,2007,footbal,Charley Ane,american,3,1,0,0,0,1,0,0,north_american,1,0,0,0,0,0,spring
322,79,1928,bone cancer ,May,2007,footbal,Gino Pariani,american,5,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
323,97,1910,co-found of wright state univers ,May,2007,chief,Robert Oelman,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
324,66,1941,cancer ,May,2007,,Kai Johansen,danish,2,1,1,0,0,0,0,0,other,0,0,0,0,0,1,spring
325,41,1966,breast cancer ,May,2007,actress,Chen Xiaoxu,chines,3,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,spring
326,63,1944,amyotroph later sclerosi ,May,2007,basebal,Gomer Hodge,american,19,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
327,70,1937,heart attack ,May,2007,armi,Sir Edward Jones,british,1,1,0,1,0,0,0,0,european,0,1,0,0,0,0,spring
328,65,1942,breast cancer ,May,2007,dual,Jean Saubert,american,9,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
329,49,1958,heart attack ,May,2007,member,Scott Thorkelson,canadian,4,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,spring
330,82,1925,heart attack ,May,2007,canadian,Bobby Ash,british,6,0,0,1,0,0,0,0,european,0,1,0,0,0,0,spring
331,84,1923,infect ,May,2007,diplomat,Frank E. Maestrone,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
332,68,1939,cardiac arrest ,May,2007,prosecutor,Norm Maleng,american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
333,56,1951,after long ill ,May,2007,island,Bartholomew Ulufa'alu,solomon,10,1,0,0,0,0,0,0,other,0,0,0,0,0,1,spring
334,82,1925,complic from surgeri ,May,2007,basketbal,Gene Gibson,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
335,24,1983,drown ,May,2007,footbal,Marquise Hill,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
336,90,1917,cardiopulmonari incid ,May,2007,politician,Wiley Mayne,american,6,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
337,58,1949,injuri sustain from beat ,May,2007,basketbal,Howard Porter,american,8,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
338,40,1967,cerebr contus ,May,2007,singer,Izumi Sakai,japanes,22,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,spring
339,85,1922,pneumonia ,May,2007,politician,Parren Mitchell,american,5,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,spring
340,62,1945,pneumonia ,May,2007,televis,Tony Bastable,british,2,1,0,0,0,1,0,0,european,0,1,0,0,0,0,spring
341,84,1923,alzheimer' diseas ,May,2007,author,Mark Harris,american,8,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
342,83,1924,cancer ,May,2007,banker,Preston Martin,american,3,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,spring
343,71,1936,suicid ,June,2007,writer,Jan BeneÁ,czech,1,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
344,69,1938,multipl organ failur ,June,2007,poet,Marly de Oliveira,brazilian,2,1,0,0,0,0,0,0,south_american,0,0,1,0,0,0,summer
345,84,1923,presid of penn ,June,2007,academ,Martin Meyerson,american,6,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
346,87,1920,U ,June,2007,politician,Earl Hogan,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
347,70,1937,stroke ,June,2007,basebal,Clete Boyer,american,14,1,0,0,0,0,1,0,north_american,1,0,0,0,0,0,summer
348,64,1943,lung cancer ,June,2007,TV,Gert-Jan DrÌ¦ge,dutch,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
349,84,1923,heart failur ,June,2007,state,Gilbert Gude,unit,2,0,0,1,0,0,0,0,other,0,0,0,0,0,1,summer
350,57,1950,appar suicid ,June,2007,singer,Lynne Randell,australian,20,1,0,0,0,0,0,0,australian,0,0,0,1,0,0,summer
351,83,1924,complic from stroke ,June,2007,colleg,Jim Killingsworth,american,7,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,summer
352,71,1936,cancer ,June,2007,yukon,John Ostashek,canadian,6,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
353,59,1948,non-hodgkin lymphoma ,June,2007,irish,Eamonn Coleman,northern,14,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
354,75,1932,leukemia ,June,2007,film,Mala Powers,american,12,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
355,85,1922,parkinson' diseas ,June,2007,mayor,Donald D. Clancy,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
356,89,1918,bone cancer ,June,2007,TV,Don Herbert,american,22,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
357,43,1964,heart attack ,June,2007,politician,Jacques Simonet,belgian,6,1,0,1,0,0,0,0,european,0,1,0,0,0,0,summer
358,88,1919,heart failur ,June,2007,presid,Kurt Waldheim,austrian,46,0,0,1,0,0,0,0,european,0,1,0,0,0,0,summer
359,57,1950,lymphoma ,June,2007,dancer,Thommie Walsh,american,16,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
360,85,1922,cancer ,June,2007,televis,Ed Friendly,american,3,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
361,68,1939,lung cancer ,June,2007,singer,Hank Medress,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
362,55,1952,colorect cancer ,June,2007,author,Georges Thurston,canadian,5,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
363,60,1947,lung cancer ,June,2007,singer,Georg Danzer,austrian,9,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
364,22,1985,motorcycl accid ,June,2007,footbal,Lenar Gilmullin,russian,3,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
365,84,1923,complic of surgeri ,June,2007,judg,William L. Hungate,american,7,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
366,75,1932,pancreat cancer ,June,2007,state,Guy Vander Jagt,unit,4,1,1,0,0,0,0,0,other,0,0,0,0,0,1,summer
367,59,1948,heart attack ,June,2007,xiangsheng,Hou Yaowen,chines,2,1,0,1,0,0,0,0,asian,0,0,0,0,1,0,summer
368,77,1930,heart failur ,June,2007,legisl,Byron Baer,american,6,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
369,32,1975,car accid ,June,2007,rapper,Natasja Saad,danish,6,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
370,76,1931,emphysema ,June,2007,gospel,Bill Moss,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
371,80,1927,heart attack ,June,2007,footbal,Jupp Derwall,german,7,0,0,1,0,0,0,0,european,0,1,0,0,0,0,summer
372,96,1911,after long ill ,June,2007,french,Lucien HervÌ©,hungarian,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
373,33,1974,shot by polic ,June,2007,former,Ruslan Odizhev,russian,8,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
374,87,1920,natur caus ,June,2007,prime,Kiichi Miyazawa,japanes,9,0,0,0,1,0,0,0,asian,0,0,0,0,1,0,summer
375,77,1930,complic of heart surgeri ,June,2007,cartoonist,Howie Schneider,american,10,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
376,59,1948,colon cancer ,June,2007,film,Edward Yang,taiwanes,27,1,1,0,0,0,0,0,other,0,0,0,0,0,1,summer
